,brand,seg,model,YM,title,sold
13183,569,RU2,3448,201711,Kuga,37
13184,514,RU2,3235,201711,Juke,28
13185,422,RU2,3269,201711,C4 Cactus,26
13186,573,RU2,3141,201711,MKC,26
13187,307,RU2,3469,201711,니로 플러그인 하이브리드,22
13188,587,RU2,2471,201711,Compass,5
13189,486,RU2,3540,201711,NX,4
13190,500,RU2,3330,201711,HR-V,3
13191,362,RU2,3345,201711,X1,1
13192,307,RU3,3495,201711,쏘렌토,8107
13193,303,RU3,3273,201711,싼타페,4522
13194,321,RU3,3364,201711,QM6,2882
13195,349,RU3,3315,201711,GLC,654
13196,399,RU3,3473,201711,Discovery,284
13197,587,RU3,3171,201711,Cherokee,213
13198,459,RU3,3468,201711,XC60,180
13199,312,RU3,3349,201711,캡티바,178
13200,399,RU3,3466,201711,Range Rover Velar,174
13201,486,RU3,3340,201711,RX,128
13202,399,RU3,3122,201711,Ranger Rover Sport,115
13203,394,RU3,3247,201711,F-Pace,66
13204,413,RU3,3514,201711,5008,56
13205,500,RU3,3447,201711,CR-V Turbo,46
13206,546,RU3,3396,201711,XT5,42
13207,362,RU3,2371,201711,X3,36
13208,349,RU3,2775,201711,G-class,31
13209,381,RU3,3137,201711,Macan,27
13210,514,RU3,3376,201711,Murano,18
13211,381,RU3,3230,201711,Cayenne,13
13212,509,RU3,3338,201711,QX50,9
13213,362,RU3,3169,201711,X4,2
13214,326,RU5,3419,201711,G4 렉스턴,1736
13215,307,RU5,3334,201711,모하비,1118
13216,569,RU5,3274,201711,Explorer,420
13217,303,RU5,3300,201711,맥스크루즈,320
13218,362,RU5,3127,201711,X5,272
13219,362,RU5,3203,201711,X6,226
13220,587,RU5,2465,201711,Grand Cherokee,145
13221,500,RU5,3303,201711,Pilot,100
13222,459,RU5,3347,201711,XC90,89
13223,399,RU5,3075,201711,Range Rover,81
13224,349,RU5,3416,201711,GLS,80
13225,349,RU5,3281,201711,GLE,68
13226,573,RU5,3307,201711,MKX,65
13227,509,RU5,3401,201711,QX60,47
13228,514,RU5,3516,201711,Pathfinder,22
13229,390,RU5,3386,201711,Bentayga,6
13230,546,RU5,3476,201711,Escalade,5
13231,509,RU5,3225,201711,QX80,2
13232,307,RM~,3152,201711,카니발,5655
13233,312,RM~,2140,201711,올란도,718
13234,326,RM~,3055,201711,코란도 투리스모,259
13235,500,RM~,3518,201711,Odyssey,245
13236,307,RM~,3395,201711,카렌스,236
13237,413,RM~,3432,201711,3008,138
13238,491,RM~,2246,201711,Sienna,67
13239,422,RM~,3463,201711,Grand C4 Picasso,19
13240,491,RM~,3262,201711,Prius V,8
13241,422,RM~,3462,201711,C4 Picasso,2
13242,303,O~,1901,201711,포터2,9601
13243,307,O~,1907,201711,봉고3 트럭,5453
13244,303,O~,2009,201711,스타렉스,4296
13245,326,O~,3389,201711,코란도 스포츠,2015
13246,316,O~,2052,201711,라보,384
13247,316,O~,2049,201711,다마스,381
13248,303,O~,3500,201711,마이티,253
13249,303,O~,3297,201711,쏠라티,81
13250,307,~C,3333,201712,모닝,5781
13251,312,~C,3255,201712,스파크,4618
13252,307,~C,2183,201712,레이 (2017),3068
13253,322,~C,3446,201712,트위지,432
13254,316,~C,2049,201712,다마스,334
13255,316,~C,2052,201712,라보,329
13256,303,PC1,2126,201712,엑센트,979
13257,367,PC1,3164,201712,Hatch,483
13258,362,PC1,3275,201712,1-series,267
13259,367,PC1,3282,201712,Clubman,222
13260,349,PC1,3327,201712,A-class,149
13261,312,PC1,3404,201712,아베오,38
13262,367,PC1,3358,201712,Convertible,34
13263,312,PC1,3424,201712,Bolt EV,24
13264,362,PC1,3149,201712,i3,15
13265,413,PC1,3411,201712,208,13
13266,422,PC1,3379,201712,DS3,3
13267,303,PC2,3259,201712,아반떼,6848
13268,307,PC2,3321,201712,K3,2344
13269,312,PC2,3441,201712,크루즈,1046
13270,303,PC2,3353,201712,아이오닉 electric,768
13271,349,PC2,3140,201712,C-class,503
13272,303,PC2,3326,201712,아이오닉 hybrid,394
13273,321,PC2,3191,201712,SM3,386
13274,491,PC2,3335,201712,Prius,314
13275,303,PC2,3398,201712,i30,283
13276,349,PC2,3417,201712,CLA,277
13277,321,PC2,3143,201712,SM3 Z.E.,136
13278,509,PC2,3382,201712,Q30,105
13279,362,PC2,3251,201712,2-series (Active Tourer),80
13280,500,PC2,3481,201712,Civic,76
13281,394,PC2,3232,201712,XE,72
13282,486,PC2,3497,201712,CT,59
13283,413,PC2,3198,201712,308,34
13284,546,PC2,2788,201712,ATS,33
13285,312,PC2,3242,201712,뉴 크루즈,30
13286,303,PC2,3252,201712,벨로스터,30
13287,349,PC2,3286,201712,B-class,30
13288,486,PC2,3098,201712,IS,25
13289,459,PC2,3392,201712,V40,21
13290,491,PC2,3474,201712,Prius Prime,3
13291,303,PC3,3458,201712,쏘나타 뉴 라이즈,5708
13292,307,PC3,3260,201712,K5,3084
13293,321,PC3,3319,201712,SM6,3033
13294,312,PC3,3359,201712,말리부,2652
13295,304,PC3,3444,201712,G70,1619
13296,362,PC3,3301,201712,3-series,1237
13297,321,PC3,3238,201712,SM5,1204
13298,486,PC3,3299,201712,ES,725
13299,303,PC3,3482,201712,쏘나타 뉴 라이즈 hybrid,609
13300,491,PC3,3486,201712,Camry,488
13301,307,PC3,3423,201712,스팅어,455
13302,307,PC3,3314,201712,K5 하이브리드,271
13303,362,PC3,3510,201712,4-series,259
13304,394,PC3,3329,201712,XF,132
13305,459,PC3,2542,201712,S60,69
13306,509,PC3,3529,201712,Q50,59
13307,569,PC3,3256,201712,Mondeo,38
13308,413,PC3,3222,201712,508,30
13309,303,PC3,3243,201712,i40,29
13310,546,PC3,3195,201712,CTS,28
13311,459,PC3,3302,201712,V60 Cross Country,20
13312,486,PC3,3378,201712,GS,13
13313,459,PC3,2551,201712,V60,3
13314,303,PC3,3506,201712,쏘나타 뉴 라이즈 plug-in,2
13315,307,PC3,3390,201712,K5 플러그인 하이브리드,2
13316,486,PC3,3475,201712,LC,1
13317,303,PC4,3332,201712,그랜저,7194
13318,362,PC4,3422,201712,5-series,3796
13319,307,PC4,3323,201712,K7,3111
13320,303,PC4,3443,201712,그랜저 hybrid,1886
13321,349,PC4,3331,201712,E-class,1544
13322,307,PC4,3415,201712,K7 하이브리드,555
13323,321,PC4,3210,201712,SM7,502
13324,514,PC4,3352,201712,Altima,375
13325,312,PC4,3277,201712,임팔라,288
13326,500,PC4,3313,201712,Accord,158
13327,573,PC4,3405,201712,MKZ,98
13328,362,PC4,2366,201712,Gran Turismo,76
13329,303,PC4,3174,201712,아슬란,52
13330,349,PC4,3228,201712,CLS,23
13331,362,PC4,3296,201712,6-series,21
13332,304,PC5,3375,201712,G80,3092
13333,304,PC5,3316,201712,EQ900,809
13334,349,PC5,3511,201712,더 뉴 S-class,485
13335,362,PC5,3276,201712,7-series,324
13336,546,PC5,3370,201712,CT6,155
13337,349,PC5,3128,201712,S-class,153
13338,307,PC5,3221,201712,K9,151
13339,486,PC5,3534,201712,LS,74
13340,573,PC5,2955,201712,Continental,73
13341,459,PC5,3399,201712,S90,45
13342,514,PC5,3278,201712,Maxima,45
13343,349,PC5,3261,201712,Maybach,43
13344,569,PC5,2482,201712,Taurus,32
13345,394,PC5,3328,201712,XJ,31
13346,390,PC5,3111,201712,Flying Spur,18
13347,459,PC5,3426,201712,V90 Cross Country,13
13348,390,PC5,3309,201712,Continental,11
13349,491,PC5,3109,201712,Avalon,8
13350,509,PC5,3249,201712,Q70,6
13351,385,PC5,3219,201712,Ghost Series II,3
13352,385,PC5,3118,201712,Wraith,3
13353,390,PC5,2708,201712,Mulsanne,1
13354,385,PC5,3367,201712,Dawn,1
13355,307,RB~,2183,201712,레이 (2017),3068
13356,307,RB~,3148,201712,쏘울 EV (전기차),98
13357,307,RB~,3403,201712,쏘울,28
13358,326,RU2,3505,201712,티볼리,4885
13359,307,RU2,3298,201712,스포티지,4480
13360,303,RU2,3250,201712,투싼(2017),3888
13361,307,RU2,3320,201712,니로,2901
13362,303,RU2,3445,201712,코나,2618
13363,307,RU2,3471,201712,스토닉,1813
13364,312,RU2,3397,201712,트랙스,1548
13365,321,RU2,3507,201712,QM3,1211
13366,326,RU2,3442,201712,코란도 C,789
13367,399,RU2,3246,201712,Discovery Sport,665
13368,367,RU2,3425,201712,Countryman,447
13369,349,RU2,3524,201712,GLA,414
13370,486,RU2,3204,201712,NX,310
13371,587,RU2,3233,201712,Renegade,270
13372,399,RU2,3312,201712,Range Rover Evoque,194
13373,491,RU2,3322,201712,RAV4,165
13374,587,RU2,2468,201712,Wrangler,150
13375,413,RU2,3457,201712,2008,78
13376,569,RU2,3448,201712,Kuga,48
13377,422,RU2,3269,201712,C4 Cactus,35
13378,573,RU2,3141,201712,MKC,28
13379,307,RU2,3469,201712,니로 플러그인 하이브리드,25
13380,514,RU2,3235,201712,Juke,9
13381,500,RU2,3330,201712,HR-V,6
13382,486,RU2,3540,201712,NX,3
13383,587,RU2,2471,201712,Compass,1
13384,307,RU3,3495,201712,쏘렌토,6750
13385,303,RU3,3273,201712,싼타페,4142
13386,321,RU3,3364,201712,QM6,3049
13387,399,RU3,3473,201712,Discovery,253
13388,349,RU3,3315,201712,GLC,244
13389,587,RU3,3171,201712,Cherokee,180
13390,394,RU3,3247,201712,F-Pace,163
13391,312,RU3,3349,201712,캡티바,151
13392,399,RU3,3466,201712,Range Rover Velar,150
13393,500,RU3,3447,201712,CR-V Turbo,118
13394,399,RU3,3122,201712,Ranger Rover Sport,114
13395,413,RU3,3514,201712,5008,109
13396,486,RU3,3340,201712,RX,98
13397,381,RU3,3137,201712,Macan,91
13398,362,RU3,3499,201712,X3,63
13399,546,RU3,3396,201712,XT5,62
13400,509,RU3,3338,201712,QX50,19
13401,381,RU3,3230,201712,Cayenne,10
13402,349,RU3,2775,201712,G-class,7
13403,514,RU3,3376,201712,Murano,7
13404,459,RU3,3468,201712,XC60,4
13405,362,RU3,3169,201712,X4,1
13406,326,RU5,3419,201712,G4 렉스턴,2233
13407,307,RU5,3334,201712,모하비,985
13408,569,RU5,3274,201712,Explorer,501
13409,303,RU5,3300,201712,맥스크루즈,383
13410,362,RU5,3127,201712,X5,318
13411,362,RU5,3203,201712,X6,257
13412,587,RU5,2465,201712,Grand Cherokee,159
13413,500,RU5,3303,201712,Pilot,139
13414,399,RU5,3075,201712,Range Rover,77
13415,349,RU5,3416,201712,GLS,55
13416,509,RU5,3401,201712,QX60,54
13417,573,RU5,3307,201712,MKX,26
13418,514,RU5,3516,201712,Pathfinder,21
13419,390,RU5,3386,201712,Bentayga,14
13420,349,RU5,3281,201712,GLE,12
13421,459,RU5,3347,201712,XC90,12
13422,546,RU5,3476,201712,Escalade,3
13423,307,RM~,3152,201712,카니발,5039
13424,312,RM~,2140,201712,올란도,770
13425,326,RM~,3055,201712,코란도 투리스모,387
13426,307,RM~,3395,201712,카렌스,258
13427,413,RM~,3432,201712,3008,142
13428,500,RM~,3518,201712,Odyssey,69
13429,491,RM~,2246,201712,Sienna,51
13430,422,RM~,3463,201712,Grand C4 Picasso,29
13431,491,RM~,3262,201712,Prius V,7
13432,422,RM~,3462,201712,C4 Picasso,5
13433,303,O~,1901,201712,포터2,7152
13434,307,O~,1907,201712,봉고3 트럭,5195
13435,303,O~,2009,201712,스타렉스,2929
13436,326,O~,3389,201712,코란도 스포츠,2353
13437,316,O~,2049,201712,다마스,334
13438,316,O~,2052,201712,라보,329
13439,303,O~,3297,201712,쏠라티,68
13440,307,~C,3333,201801,모닝,4487
13441,312,~C,3255,201801,스파크,3347
13442,307,~C,3548,201801,레이,2645
13443,316,~C,2049,201801,다마스,313
13444,316,~C,2052,201801,라보,274
13445,322,~C,3446,201801,트위지,1
13446,303,PC1,2126,201801,엑센트,523
13447,362,PC1,3275,201801,1-series,253
13448,367,PC1,3164,201801,Hatch,142
13449,349,PC1,3327,201801,A-class,139
13450,312,PC1,3404,201801,아베오,103
13451,367,PC1,3282,201801,Clubman,42
13452,413,PC1,3411,201801,208,15
13453,367,PC1,3358,201801,Convertible,10
13454,362,PC1,3149,201801,i3,2
13455,422,PC1,3379,201801,DS3,2
13456,303,PC2,3259,201801,아반떼,5677
13457,307,PC2,3321,201801,K3,1596
13458,349,PC2,3140,201801,C-class,1194
13459,303,PC2,3353,201801,아이오닉 electric,1086
13460,312,PC2,3441,201801,크루즈,487
13461,321,PC2,3191,201801,SM3,418
13462,349,PC2,3417,201801,CLA,333
13463,303,PC2,3398,201801,i30,301
13464,303,PC2,3326,201801,아이오닉 hybrid,207
13465,491,PC2,3335,201801,Prius,134
13466,509,PC2,3382,201801,Q30,78
13467,362,PC2,3251,201801,2-series (Active Tourer),68
13468,349,PC2,3286,201801,B-class,59
13469,459,PC2,3392,201801,V40,51
13470,500,PC2,3481,201801,Civic,38
13471,486,PC2,3497,201801,CT,31
13472,394,PC2,3232,201801,XE,26
13473,413,PC2,3198,201801,308,15
13474,546,PC2,2788,201801,ATS,13
13475,486,PC2,3098,201801,IS,10
13476,321,PC2,3143,201801,SM3 Z.E.,9
13477,459,PC2,3240,201801,V40 Cross Country,5
13478,303,PC2,3452,201801,아이오닉 plug-in,5
13479,491,PC2,3474,201801,Prius Prime,3
13480,303,PC3,3458,201801,쏘나타 뉴 라이즈,5230
13481,307,PC3,3260,201801,K5,2659
13482,321,PC3,3319,201801,SM6,1856
13483,312,PC3,3359,201801,말리부,1476
13484,304,PC3,3444,201801,G70,1418
13485,321,PC3,3238,201801,SM5,933
13486,362,PC3,3301,201801,3-series,826
13487,486,PC3,3299,201801,ES,733
13488,307,PC3,3423,201801,스팅어,484
13489,491,PC3,3486,201801,Camry,397
13490,303,PC3,3482,201801,쏘나타 뉴 라이즈 hybrid,289
13491,362,PC3,3510,201801,4-series,175
13492,307,PC3,3314,201801,K5 하이브리드,165
13493,394,PC3,3329,201801,XF,161
13494,459,PC3,2542,201801,S60,143
13495,569,PC3,3256,201801,Mondeo,59
13496,445,PC3,3530,201801,Ghibli,42
13497,459,PC3,3302,201801,V60 Cross Country,38
13498,509,PC3,3529,201801,Q50,27
13499,303,PC3,3243,201801,i40,14
13500,486,PC3,3378,201801,GS,11
13501,413,PC3,3222,201801,508,10
13502,459,PC3,2551,201801,V60,9
13503,546,PC3,3195,201801,CTS,8
13504,307,PC3,3390,201801,K5 플러그인 하이브리드,2
13505,303,PC3,3506,201801,쏘나타 뉴 라이즈 plug-in,1
13506,422,PC3,3337,201801,DS5,1
13507,303,PC4,3332,201801,그랜저,7662
13508,349,PC4,3331,201801,E-class,4208
13509,307,PC4,3323,201801,K7,2875
13510,362,PC4,3422,201801,5-series,2683
13511,303,PC4,3443,201801,그랜저 hybrid,1939
13512,307,PC4,3415,201801,K7 하이브리드,473
13513,321,PC4,3210,201801,SM7,364
13514,514,PC4,3352,201801,Altima,255
13515,371,PC4,3271,201801,A7,214
13516,312,PC4,3277,201801,임팔라,208
13517,362,PC4,2366,201801,Gran Turismo,198
13518,573,PC4,3405,201801,MKZ,83
13519,303,PC4,3174,201801,아슬란,20
13520,362,PC4,3296,201801,6-series,17
13521,349,PC4,3228,201801,CLS,9
13522,500,PC4,3313,201801,Accord,2
13523,304,PC5,3375,201801,G80,4047
13524,304,PC5,3316,201801,EQ900,939
13525,349,PC5,3511,201801,더 뉴 S-class,605
13526,349,PC5,3128,201801,S-class,268
13527,362,PC5,3276,201801,7-series,208
13528,459,PC5,3399,201801,S90,165
13529,307,PC5,3221,201801,K9,127
13530,573,PC5,2955,201801,Continental,70
13531,546,PC5,3370,201801,CT6,66
13532,459,PC5,3426,201801,V90 Cross Country,57
13533,486,PC5,3534,201801,LS,40
13534,514,PC5,3278,201801,Maxima,39
13535,349,PC5,3261,201801,Maybach,36
13536,445,PC5,3420,201801,Quattroporte,35
13537,569,PC5,2482,201801,Taurus,24
13538,509,PC5,3249,201801,Q70,24
13539,394,PC5,3328,201801,XJ,21
13540,491,PC5,3109,201801,Avalon,19
13541,390,PC5,3111,201801,Flying Spur,15
13542,385,PC5,3219,201801,Ghost Series II,5
13543,385,PC5,3118,201801,Wraith,1
13544,390,PC5,2708,201801,Mulsanne,1
13545,486,PC5,2713,201801,LS,1
13546,307,RB~,3548,201801,레이,2645
13547,307,RB~,3403,201801,쏘울,89
13548,307,RB~,3148,201801,쏘울 EV (전기차),7
13549,303,RU2,3445,201801,코나,3507
13550,307,RU2,3298,201801,스포티지,3353
13551,326,RU2,3505,201801,티볼리,3117
13552,303,RU2,3250,201801,투싼(2017),2796
13553,307,RU2,3471,201801,스토닉,1987
13554,307,RU2,3320,201801,니로,1489
13555,312,RU2,3397,201801,트랙스,987
13556,321,RU2,3507,201801,QM3,659
13557,326,RU2,3442,201801,코란도 C,367
13558,349,RU2,3524,201801,GLA,334
13559,367,RU2,3425,201801,Countryman,256
13560,399,RU2,3246,201801,Discovery Sport,245
13561,486,RU2,3540,201801,NX,244
13562,491,RU2,3322,201801,RAV4,181
13563,399,RU2,3312,201801,Range Rover Evoque,98
13564,587,RU2,2468,201801,Wrangler,76
13565,413,RU2,3457,201801,2008,46
13566,587,RU2,3233,201801,Renegade,45
13567,569,RU2,3448,201801,Kuga,40
13568,422,RU2,3269,201801,C4 Cactus,30
13569,307,RU2,3469,201801,니로 플러그인 하이브리드,27
13570,573,RU2,3141,201801,MKC,14
13571,500,RU2,3330,201801,HR-V,7
13572,486,RU2,3204,201801,NX,3
13573,307,RU3,3495,201801,쏘렌토,5906
13574,303,RU3,3273,201801,싼타페,2957
13575,321,RU3,3364,201801,QM6,2162
13576,362,RU3,3499,201801,X3,300
13577,459,RU3,3468,201801,XC60,228
13578,349,RU3,3315,201801,GLC,226
13579,399,RU3,3473,201801,Discovery,174
13580,394,RU3,3247,201801,F-Pace,169
13581,486,RU3,3340,201801,RX,163
13582,312,RU3,3349,201801,캡티바,151
13583,500,RU3,3447,201801,CR-V Turbo,134
13584,399,RU3,3466,201801,Range Rover Velar,129
13585,413,RU3,3514,201801,5008,114
13586,381,RU3,3137,201801,Macan,73
13587,587,RU3,3171,201801,Cherokee,71
13588,399,RU3,3122,201801,Ranger Rover Sport,41
13589,546,RU3,3396,201801,XT5,28
13590,349,RU3,2775,201801,G-class,10
13591,381,RU3,3230,201801,Cayenne,8
13592,509,RU3,3338,201801,QX50,7
13593,509,RU3,3158,201801,QX70,4
13594,514,RU3,3376,201801,Murano,2
13595,326,RU5,3419,201801,G4 렉스턴,1351
13596,307,RU5,3334,201801,모하비,883
13597,569,RU5,3274,201801,Explorer,617
13598,303,RU5,3300,201801,맥스크루즈,326
13599,362,RU5,3203,201801,X6,305
13600,362,RU5,3127,201801,X5,234
13601,459,RU5,3347,201801,XC90,153
13602,500,RU5,3303,201801,Pilot,93
13603,587,RU5,2465,201801,Grand Cherokee,92
13604,573,RU5,3307,201801,MKX,67
13605,349,RU5,3416,201801,GLS,63
13606,445,RU5,3371,201801,Levante,42
13607,399,RU5,3075,201801,Range Rover,39
13608,509,RU5,3401,201801,QX60,39
13609,546,RU5,3476,201801,Escalade,21
13610,514,RU5,3516,201801,Pathfinder,13
13611,390,RU5,3386,201801,Bentayga,7
13612,509,RU5,3225,201801,QX80,2
13613,307,RM~,3152,201801,카니발,4669
13614,312,RM~,2140,201801,올란도,476
13615,326,RM~,3561,201801,코란도 투리스모,223
13616,307,RM~,3395,201801,카렌스,185
13617,413,RM~,3432,201801,3008,154
13618,491,RM~,2246,201801,Sienna,152
13619,500,RM~,3518,201801,Odyssey,91
13620,491,RM~,3262,201801,Prius V,39
13621,422,RM~,3463,201801,Grand C4 Picasso,16
13622,422,RM~,3462,201801,C4 Picasso,3
13623,303,O~,1901,201801,포터2,6247
13624,307,O~,1907,201801,봉고3 트럭,4886
13625,303,O~,3509,201801,그랜드 스타렉스,3903
13626,326,O~,3544,201801,렉스턴 스포츠,2585
13627,316,O~,2049,201801,다마스,313
13628,316,O~,2052,201801,라보,274
13629,303,O~,3297,201801,쏠라티,80
13630,326,O~,3389,201801,코란도 스포츠,32
13631,307,~C,3333,201802,모닝,4560
13632,312,~C,3255,201802,스파크,2399
13633,307,~C,3548,201802,레이,2392
13634,316,~C,2049,201802,다마스,300
13635,316,~C,2052,201802,라보,276
13636,322,~C,3446,201802,트위지,50
13637,307,~C,2183,201802,레이 (2017),5
13638,303,PC1,2126,201802,엑센트,427
13639,367,PC1,3164,201802,Hatch,315
13640,362,PC1,3275,201802,1-series,132
13641,367,PC1,3282,201802,Clubman,103
13642,349,PC1,3327,201802,A-class,96
13643,312,PC1,3404,201802,아베오,95
13644,367,PC1,3358,201802,Convertible,13
13645,362,PC1,3570,201802,New i3,10
13646,413,PC1,3411,201802,208,8
13647,312,PC1,3424,201802,Bolt EV,5
13648,422,PC1,3379,201802,DS3,1
13649,303,PC2,3259,201802,아반떼,5807
13650,307,PC2,3321,201802,K3,1676
13651,349,PC2,3140,201802,C-class,1132
13652,303,PC2,3353,201802,아이오닉 electric,949
13653,303,PC2,3326,201802,아이오닉 hybrid,322
13654,321,PC2,3191,201802,SM3,315
13655,303,PC2,3398,201802,i30,304
13656,307,PC2,3551,201802,K3,299
13657,349,PC2,3417,201802,CLA,292
13658,312,PC2,3441,201802,크루즈,234
13659,491,PC2,3335,201802,Prius,170
13660,303,PC2,3547,201802,벨로스터,109
13661,509,PC2,3382,201802,Q30,86
13662,321,PC2,3143,201802,SM3 Z.E.,64
13663,500,PC2,3481,201802,Civic,60
13664,362,PC2,3251,201802,2-series (Active Tourer),53
13665,349,PC2,3286,201802,B-class,51
13666,486,PC2,3497,201802,CT,47
13667,394,PC2,3232,201802,XE,41
13668,459,PC2,3392,201802,V40,35
13669,413,PC2,3198,201802,308,18
13670,303,PC2,3452,201802,아이오닉 plug-in,11
13671,546,PC2,2788,201802,ATS,9
13672,459,PC2,3240,201802,V40 Cross Country,7
13673,491,PC2,3474,201802,Prius Prime,6
13674,486,PC2,3098,201802,IS,6
13675,422,PC2,3383,201802,DS4 Crossback,1
13676,303,PC3,3458,201802,쏘나타 뉴 라이즈,4781
13677,307,PC3,3566,201802,K5,3664
13678,362,PC3,3301,201802,3-series,3177
13679,321,PC3,3319,201802,SM6,1408
13680,312,PC3,3359,201802,말리부,1161
13681,304,PC3,3444,201802,G70,1062
13682,491,PC3,3486,201802,Camry,800
13683,321,PC3,3238,201802,SM5,768
13684,486,PC3,3299,201802,ES,625
13685,307,PC3,3423,201802,스팅어,448
13686,303,PC3,3482,201802,쏘나타 뉴 라이즈 hybrid,294
13687,307,PC3,3314,201802,K5 하이브리드,176
13688,394,PC3,3329,201802,XF,174
13689,362,PC3,3510,201802,4-series,139
13690,459,PC3,2542,201802,S60,119
13691,509,PC3,3529,201802,Q50,38
13692,445,PC3,3530,201802,Ghibli,36
13693,569,PC3,3256,201802,Mondeo,30
13694,459,PC3,3302,201802,V60 Cross Country,29
13695,303,PC3,3243,201802,i40,17
13696,546,PC3,3195,201802,CTS,13
13697,413,PC3,3222,201802,508,10
13698,303,PC3,3506,201802,쏘나타 뉴 라이즈 plug-in,4
13699,486,PC3,3378,201802,GS,4
13700,459,PC3,2551,201802,V60,3
13701,486,PC3,3475,201802,LC,1
13702,303,PC4,3332,201802,그랜저,7359
13703,307,PC4,3323,201802,K7,2611
13704,349,PC4,3331,201802,E-class,2519
13705,362,PC4,3422,201802,5-series,1935
13706,303,PC4,3443,201802,그랜저 hybrid,1625
13707,307,PC4,3415,201802,K7 하이브리드,404
13708,321,PC4,3210,201802,SM7,359
13709,514,PC4,3352,201802,Altima,330
13710,362,PC4,2366,201802,Gran Turismo,168
13711,312,PC4,3277,201802,임팔라,124
13712,573,PC4,3405,201802,MKZ,63
13713,362,PC4,3296,201802,6-series,7
13714,349,PC4,3228,201802,CLS,2
13715,304,PC5,3375,201802,G80,3055
13716,304,PC5,3316,201802,EQ900,843
13717,349,PC5,3511,201802,더 뉴 S-class,467
13718,362,PC5,3276,201802,7-series,176
13719,349,PC5,3128,201802,S-class,164
13720,459,PC5,3399,201802,S90,103
13721,349,PC5,3261,201802,Maybach,82
13722,546,PC5,3370,201802,CT6,68
13723,394,PC5,3328,201802,XJ,61
13724,514,PC5,3278,201802,Maxima,59
13725,573,PC5,2955,201802,Continental,47
13726,486,PC5,3534,201802,LS,42
13727,307,PC5,3221,201802,K9,39
13728,459,PC5,3426,201802,V90 Cross Country,37
13729,390,PC5,3111,201802,Flying Spur,21
13730,491,PC5,3109,201802,Avalon,19
13731,445,PC5,3420,201802,Quattroporte,19
13732,569,PC5,2482,201802,Taurus,17
13733,509,PC5,3249,201802,Q70,14
13734,385,PC5,3219,201802,Ghost Series II,6
13735,385,PC5,3367,201802,Dawn,1
13736,307,RB~,3548,201802,레이,2392
13737,307,RB~,3148,201802,쏘울 EV (전기차),97
13738,307,RB~,3403,201802,쏘울,37
13739,307,RB~,2183,201802,레이 (2017),5
13740,303,RU2,3445,201802,코나,3366
13741,303,RU2,3250,201802,투싼(2017),2766
13742,326,RU2,3505,201802,티볼리,2756
13743,307,RU2,3298,201802,스포티지,2699
13744,307,RU2,3320,201802,니로,1646
13745,307,RU2,3471,201802,스토닉,1616
13746,312,RU2,3397,201802,트랙스,739
13747,321,RU2,3507,201802,QM3,506
13748,326,RU2,3442,201802,코란도 C,288
13749,399,RU2,3246,201802,Discovery Sport,242
13750,349,RU2,3524,201802,GLA,239
13751,367,RU2,3425,201802,Countryman,209
13752,587,RU2,3233,201802,Renegade,200
13753,486,RU2,3540,201802,NX,158
13754,399,RU2,3312,201802,Range Rover Evoque,151
13755,491,RU2,3322,201802,RAV4,121
13756,587,RU2,2468,201802,Wrangler,69
13757,413,RU2,3457,201802,2008,48
13758,569,RU2,3448,201802,Kuga,44
13759,422,RU2,3269,201802,C4 Cactus,23
13760,500,RU2,3330,201802,HR-V,13
13761,307,RU2,3469,201802,니로 플러그인 하이브리드,12
13762,573,RU2,3141,201802,MKC,12
13763,486,RU2,3204,201802,NX,1
13764,307,RU3,3495,201802,쏘렌토,5853
13765,303,RU3,3273,201802,싼타페,2494
13766,321,RU3,3364,201802,QM6,1883
13767,303,RU3,3498,201802,싼타페,1647
13768,349,RU3,3315,201802,GLC,1079
13769,394,RU3,3247,201802,F-Pace,177
13770,399,RU3,3473,201802,Discovery,168
13771,486,RU3,3340,201802,RX,136
13772,399,RU3,3466,201802,Range Rover Velar,134
13773,413,RU3,3514,201802,5008,112
13774,500,RU3,3447,201802,CR-V Turbo,103
13775,312,RU3,3349,201802,캡티바,88
13776,459,RU3,3468,201802,XC60,80
13777,362,RU3,3499,201802,X3,79
13778,362,RU3,3169,201802,X4,71
13779,587,RU3,3171,201802,Cherokee,50
13780,381,RU3,3137,201802,Macan,35
13781,546,RU3,3396,201802,XT5,30
13782,399,RU3,3122,201802,Ranger Rover Sport,15
13783,509,RU3,3338,201802,QX50,7
13784,349,RU3,2775,201802,G-class,4
13785,381,RU3,3230,201802,Cayenne,4
13786,509,RU3,3158,201802,QX70,2
13787,514,RU3,3376,201802,Murano,1
13788,326,RU5,3419,201802,G4 렉스턴,1127
13789,307,RU5,3334,201802,모하비,1035
13790,569,RU5,3274,201802,Explorer,465
13791,303,RU5,3300,201802,맥스크루즈,231
13792,500,RU5,3303,201802,Pilot,101
13793,362,RU5,3203,201802,X6,68
13794,587,RU5,2465,201802,Grand Cherokee,62
13795,445,RU5,3371,201802,Levante,45
13796,459,RU5,3347,201802,XC90,43
13797,399,RU5,3075,201802,Range Rover,42
13798,362,RU5,3127,201802,X5,42
13799,573,RU5,3307,201802,MKX,42
13800,546,RU5,3476,201802,Escalade,26
13801,349,RU5,3416,201802,GLS,24
13802,509,RU5,3401,201802,QX60,23
13803,349,RU5,3281,201802,GLE,13
13804,390,RU5,3386,201802,Bentayga,10
