,loc,year,month,day,유의파고 평균,최대파고 최고,최대파고 시간,파주기 평균,파주기 최고,평균풍속,평균 현지기압,평균습도,평균기온,평균수온
292,21229,2017,7,18,0.6,1.2,5,4.8,5.3,2.4,1008,84,25.6,25.4
293,21229,2017,7,19,0.5,1,24,4.7,6.4,3.8,1007,87,25.2,25.8
294,21229,2017,7,20,0.7,1.5,17,4.1,6.4,6.8,1006.9,90,25.6,25.6
295,21229,2017,7,중순,0.9,2.2,,5.1,6.3,5.1,1007.7,87,24.7,24.5
296,21229,2017,7,21,0.9,2.2,7,4.6,4.9,5.5,1007.5,90,25.7,25.3
297,21229,2017,7,22,0.7,2.1,10,5.7,7.1,3.4,1009.7,86,25.2,25.6
298,21229,2017,7,23,0.6,1.3,23,4.9,5.8,2.7,1004.7,87,25,25.6
299,21229,2017,7,24,0.6,1.5,2,5,5.3,3.1,1002.9,85,25.2,25.8
300,21229,2017,7,25,0.7,2.4,22,4,5.3,5.9,1005,83,25.1,25.9
301,21229,2017,7,26,1,2.1,2,5,6.4,5.1,1009.9,64,24.9,25.7
302,21229,2017,7,27,0.6,1.3,6,4.3,5.3,3.2,1009.6,71,24.8,26
303,21229,2017,7,28,0.5,1,3,3.8,5.3,3.9,1009.3,77,25.2,25.9
304,21229,2017,7,29,0.6,1.4,16,4.1,4.6,5,1009.8,77,25.1,25.8
305,21229,2017,7,30,0.6,1.3,3,4.7,5.3,3.6,1008.6,77,25.2,26.1
306,21229,2017,7,31,0.5,1.1,1,4.9>,5.8>,1.7>,1009.8,79,25.5,26.2
307,21229,2017,7,하순,0.7,1.6,,4.6,5.6,3.9,1007.9,80,25.2,25.8
308,21229,2017,7,월,0.9,2.1,,5,6.1,4.8,1007.6,85,24.5,24.5
309,21229,2017,9,1,1.3,2.7,1,5.2,6.4,7.8,1012.7,59,21.9,24.3
310,21229,2017,9,2,1.1,2.3,8,5.8,6.4,6.4,1013.2,61,22.1,24
311,21229,2017,9,3,1.1,2.4,6,6.7,7.1,3.5,1015.8,63,22.4,23.9
312,21229,2017,9,4,0.7,1.5,1,6.2,7.1,3.4,1016.8,64,23.5,23.8
313,21229,2017,9,5,0.8,1.5,14,4.8,6.4,4.5,1012.3,70,23.9,23.6
314,21229,2017,9,6,0.4,1.1,2,4.2,5.3,1.9,1006.8,82,23.5],24
315,21229,2017,9,7,0.4>,0.8,13,4.3,5.3,2.5,1006.1,67,23.3,24.6
316,21229,2017,9,8,0.4,0.9,3,4.2,5.8,2.9>,1010,76,23.8,24.8
317,21229,2017,9,9,0.3,0.9,18,3.9,5.3,3.5,1012.6,81,24,24
318,21229,2017,9,10,0.4>,1,16,4.6,6.4,2.7,1014.5,78,24.2,24.3
319,21229,2017,9,상순,0.7,1.5,,5,6.2,3.9,1012.1,70,23.3,24.1
320,21229,2017,9,11,1.2,4.8,21,5.3,8,7.3,1006.4,85,22.5,24
321,21229,2017,9,12,1.4,3.1,5,6.9,9.1,4.1,1011.2,78,22.8,24.3
322,21229,2017,9,13,1,2.1,10,6,7.1,5.9,1016.7,70,22.7,24.5
323,21229,2017,9,14,1,2.7,3,6.1,7.1,3.2,1020.5,53,22.3,24.4
324,21229,2017,9,15,1.2,2.8,12,5.5,7.1,7.5,1020.8,57,21.7,24.1
325,21229,2017,9,16,1.9,4,19,7.1,10.7,8.8,1015.5,66,22.5,24.6
326,21229,2017,9,17,2.2,4.4,12,6.6,7.1,10.4,1006,79,22,24.2
327,21229,2017,9,18,1.6,3.5,4,6.7,8,7.2,1006.4,68,22.4,23.9
328,21229,2017,9,19,1.3,2.6,2,7.9,9.1,5.7,1007.9,69,23.8,23.9
329,21229,2017,9,20,2.1,5.6,14,7.1,9.1,9,1008.5,62,22.2,23.7
330,21229,2017,9,중순,1.5,3.6,,6.5,8.2,6.9,1012,69,22.5,24.2
331,21229,2017,9,21,1.2>,3.3>,01>,6.5>,8.0>,2.3,1014.7,61,22.3,23.9
332,21229,2017,9,22,0.7,1.5,2,5.3,9.1,5.3,1013.3,68,22.7,23.7
333,21229,2017,9,23,0.5,1.2,1,4.3,7.1,3,1014.8,66,22.8,23.6
334,21229,2017,9,24,0.3,0.9,1,4.1,5.8,2.9,1015.2,72,22.7,23.1
335,21229,2017,9,25,0.4,1.2,14,4.5,6.4,2,1015,73,23.5,23.6
336,21229,2017,9,26,0.5,1.2,1,5.3,6.4,3.1,1013.6,71,22.8,23.5
337,21229,2017,9,27,0.9,4.3,23,4.2,8,5.9,1007.5,79,20.7,23.4
338,21229,2017,9,28,2,4.5,8,6.9,9.1,7.5,1007.9,53,20.8,23.1
339,21229,2017,9,29,1.8,5,6,6.4,8,9,1014.6,47,19.9,22.5
340,21229,2017,9,30,1.2,2.9,2,5.8,7.1,6.9,1020.3,60,21.7,22
341,21229,2017,9,하순,1,2.6,,5.3,7.5,4.8,1013.7,65,22,23.2
342,21229,2017,9,월,1,2.6,,5.6,7.3,5.2,1012.6,68,22.6,23.8
343,21229,2017,10,1,1.1,2.9,24,4.9,5.3,5.8,1018,70,22.2,21.8
344,21229,2017,10,2,1.6,3.9,16,6.4,8,6.3,1011.9,85,20,21.7
345,21229,2017,10,3,2.2,4.7,12,7.3,9.1,8.7,1018,62,17.8,21.7
346,21229,2017,10,4,1.4,3,3,6.9,8,6.2,1024.8,54,16.4,21.3
347,21229,2017,10,5,1.1,2.3,1,5.7,7.1,5.7,1025.6,54,17.8,21.2
348,21229,2017,10,6,1.2,2.8,18,5.2,5.8,6,1020,80,19.6,21.3
349,21229,2017,10,7,1.4,3.2,8,6.4,8,5.5,1019.5,81,20.3,21.4
350,21229,2017,10,8,0.6,1.6,1,4.4,5.8,2.7,1023,81,21.1,21.4
351,21229,2017,10,9,0.4,0.9,3,3.6,4.6,3,1020.9,89,21.5,21.3
352,21229,2017,10,10,1.3,4.5,15,5.8,9.1,4.8,1018.6,83,20.4,21.3
353,21229,2017,10,상순,1.2,3,,5.7,7.1,5.5,1020,74,19.7,21.4
354,21229,2017,10,11,1.6,3.8,2,7.3,9.1,7.1,1015.3,78,19.6,21.2
355,21229,2017,10,12,2.2,4.5,17,7.8,9.1,9,1018.9,74,16,21
356,21229,2017,10,13,2,4.1,15,6.4,8,8.1,1018.4,78,17.1,20.8
357,21229,2017,10,14,1.4,2.8,2,5.6,7.1,6.5,1023.8,59,17.3,20.9
358,21229,2017,10,15,1.2,2.6,23,5.3,7.1,6.6,1028.3,50,17.2,20.7
359,21229,2017,10,16,1,2.3,3,5.5,6.4,3.1,1026.7,53,17.8,20.4
360,21229,2017,10,17,0.9,1.7,22,4.9,6.4,5.6,1025.4,56,17.4,20.7
361,21229,2017,10,18,1.7,3.6,11,5.7,7.1,8.6,1025.2,57,16.3,20.1
362,21229,2017,10,19,1.3,2.9,5,6,6.4,6.2,1019.9,62,17.5,20
363,21229,2017,10,20,1.0>,2.1>,07>,5.6>,6.4>,4.5>,1019.1,62,17.7,19.9
364,21229,2017,10,중순,1.4,3,,6,7.3,6.5,1022.1,63,17.4,20.6
365,21229,2017,10,21,0.9>,2.1>,19>,5.2>,6.4>,6.2>,1018,68,17.9,19.6
366,21229,2017,10,22,3.6,10.1,24,7.4,9.1,13.6,1011.7,70,17.1,19.4
367,21229,2017,10,23,5.2,10.1,14,10,10.7,9.8,1016.6],57,13.7,18.9
368,21229,2017,10,24,2.9,6.8,4,10.2,10.7,3,1024.2,49,14.4,18.7
369,21229,2017,10,25,1,2.7,1,7.2,9.1,1.3,1024,52,15.4,18.7
370,21229,2017,10,26,0.4,0.9,14,5,8,3.2,1021.8,59,16.7,18.3
371,21229,2017,10,27,0.5>,1.1,19,3.9,4.6,4.2,1020.5,66,18.2,18.5
372,21229,2017,10,28,0.7,1.6,13,4.7,5.3,4.9,1020.1,78,18.4,18.7
373,21229,2017,10,29,1.6,9.8,22,5.3,10.7,8.4,1011.4,76,16.4,18.7
374,21229,2017,10,30,3.7,8.6,1,9.5,10.7,7.5,1021.1,48,12.5,18.2
375,21229,2017,10,31,1.4,2.9,1,8,10.7,5.8,1021.9,48,15.8,18.1
376,21229,2017,10,하순,2,5.2,,6.9,8.7,6.2,1019.2,61,16,18.7
377,21229,2017,10,월,1.6,3.8,,6.2,7.7,6.1,1020.4,66,17.7,20.2
378,21229,2017,11,1,1.5,3.2,15,6.3,10.7,5.8,1018.3,52,17.1,18.1
379,21229,2017,11,2,0.8,1.6,1,4.9,5.8,1.8>,1017.1,67,17.6,18.1
380,21229,2017,11,3,1.2,5.8,20,6,9.1,6.1,1016.1,75,16.3,18.1
381,21229,2017,11,4,3.6>,8.3>,08>,8.9>,10.7>,8.7>,1024.3,60,10.9,18.2
382,21229,2017,11,5,1.3,3.2,1,6.8,8,4.8,1025.5,50,14.6,18.5
383,21229,2017,11,6,1.5,3.1,24,6,6.4,7.8,1020.7,61,17.2,18.5
384,21229,2017,11,7,1.3,2.9,2,6,7.1,3.8,1018.8,67,17.4,18.5
385,21229,2017,11,8,1.3,2.9,9,5.9,6.4,7.2,1015.6,68,17.4,18.1
386,21229,2017,11,9,1.8>,4.6>,07>,7.4>,9.1>,5.9>,1023.6],62],13.5],17.6]
387,21229,2017,11,10,2,6.4,24,6.1,8,11.1,1012,66,16.3,17.4
388,21229,2017,11,상순,1.6,4.2,,6.4,8.1,6.3,1019.2,63,15.8,18.1
389,21229,2017,11,11,3.6,9,5,8.8,10.7,9.2,1016.4,50,11.7,17.1
390,21229,2017,11,12,1.8,3.9,2,9.4,12.8,5.1,1019.8,56,12.8,17.1
391,21229,2017,11,13,1.8,3.5,9,9.8,12.8,7.9,1014.8,53,15.3,17.2
392,21229,2017,11,14,1.8,3.9,12,6.8,8,7.8,1014.4,49,13.8,17.6
393,21229,2017,11,15,2.3>,5.8>,20>,7.1>,8.0>,9.5>,1016.5,48,9.5,17.2
394,21229,2017,11,16,1.9,4,1,7.1,8,6.8,1021.6,47,7.8,17.2
395,21229,2017,11,17,1.1,3.7,23,5.6,7.1,5.7,1017.6,47,12,17.1
396,21229,2017,11,18,3.2,7.1,16,8,10.7,10.6,1014.9,64,7.5,16.8
397,21229,2017,11,19,3.2,6.4,10,8.1,9.1,10.3,1020.6,67,4.8,16.5
398,21229,2017,11,20,2.3,6,14,7.4,9.1,8.6,1021.3,57,7.1,16.3
399,21229,2017,11,중순,2.3,5.3,,7.8,9.6,8.2,1017.8,54,10.2,17
400,21229,2017,11,21,1.5,3.5,1,6,8,5.5,1023.9,55,10.1,16.1
401,21229,2017,11,22,1.5,4.4,24,5.7,6.4,7.3,1014.8,50,12.1,16.1
402,21229,2017,11,23,2.7,6.6,10,7.6,9.1,10.5,1015.5,49,7.1,16.1
403,21229,2017,11,24,2.4,4.6,4,7.2,8,9.4,1020,50,6.2,16
404,21229,2017,11,25,2.3,4.9,1,7,8,9.8,1023.8,52,8.7,15.7
405,21229,2017,11,26,1.9,4.7,1,6.9,8,7.4,1022.9,60,9.8,15.7
406,21229,2017,11,27,1.1,2.9,5,6.1,8,4.7,1026.1,54,11.1,15.6
407,21229,2017,11,28,1.4,2.9,17,5.3,6.4,9,1019.5,67,15.3,15.6
408,21229,2017,11,29,1.7,4.8,23,6.9,10.7,6.4,1020.6,60,12.3,15.5)
409,21229,2017,11,30,2.3,5.3,22,7.9,10.7,7.1,1020.2,64,8.1,x
410,21229,2017,11,하순,1.9,4.5,,6.7,8.3,7.7,1020.7,56,10.1,15.8
411,21229,2017,11,월,1.9,4.7,,7,8.7,7.4,1019.2,58,12,17
412,21229,2017,12,1,2.5>,5.2>,12>,7.3>,8.0>,10.7>,1024.8,54,5.8,15.4
413,21229,2017,12,2,1.3,3.6,2,6.7,7.1,4.8,1026.4,45,7.2,15.3
414,21229,2017,12,3,0.9>,1.9>,12>,5.5>,8.0>,5.5>,1021.3],51],10.9],15.2]
415,21229,2017,12,4,1.7,6.1,23,6.5,8,8,1014.8,52,9,15
416,21229,2017,12,5,3.2,6.9,1,8.1,9.1,11.3,1015.1,65,3.5,14.5
417,21229,2017,12,6,1.9,5.2,4,7,8,8.1,1021,56,5.1,14.5
418,21229,2017,12,7,1.7,3.9,19,5.7,6.4,9.2,1018.2,59,7.6,14.4
419,21229,2017,12,8,3.1>,7.1>,08>,8.5>,9.1>,8.2>,1016.7,71,4.1,14.2
420,21229,2017,12,9,1.8,4.3,10,7,8,5.8,1017.3,54,5.5,14
421,21229,2017,12,10,1.6,4.5,24,5.9,7.1,8.5,1010.9,56,9.1,14.3
422,21229,2017,12,상순,2,4.9,,6.8,7.9,8,1018.7,56,6.8,14.7
423,21229,2017,12,11,4.1,9.1,13,8.8,9.1,12.8,1013.6,57,1.5,14.1
424,21229,2017,12,12,4.1,8.6,10,9,10.7,11.5,1020.6,75,0.4,13.9
425,21229,2017,12,13,2.9,5.4,2,8.5,9.1,9.7,1024.2,67,2.8,13.7
426,21229,2017,12,14,2.8,6,15,9,10.7,5.6,1029,59,4.6,13.6
427,21229,2017,12,15,2.1,5,1,9.3,10.7,6.1,1022.6,56,7.7,13.6
428,21229,2017,12,16,2.7,6.3,23,7.9,9.1,10.2,1018.9],55,3.9,12.9
429,21229,2017,12,17,2.4>,5.1>,05>,8.5>,9.1>,8.6>,1023.9,59,1.4,12.9
430,21229,2017,12,18,1.9>,4.3>,13>,6.9>,8.0>,8.9>,1023.7,51,5.4,12.4
431,21229,2017,12,19,2.3,6.4,6,7.4,9.1,9.1,1025.6,64,3.1,12.5
432,21229,2017,12,20,1.4,2.7,2,7,8,6.4,1028,51,4.9,12.4
433,21229,2017,12,중순,2.7,5.9,,8.2,9.4,8.9,1023,59,3.6,13.2
434,21229,2017,12,21,1,2,4,5.9,7.1,4.7,1026.9,46,6.9,12.4
435,21229,2017,12,22,1,2.2,22,6.5,7.1,3.8,1023.3,51,8.4,12.8
436,21229,2017,12,23,1.0>,2.2>,08>,5.4>,7.1>,4.2>,1021.6),53),10.0),13.0)
437,21229,2017,12,24,1.4>,4.7>,24>,5.4>,7.1>,7.0>,x,x,x,x
438,21229,2017,12,25,3.3,8.3,13,9,10.7,9.8,1015.4,62,5.1,12.6
439,21229,2017,12,26,3.7,7.5,21,8.6,9.1,12.6,1017.3,60,3.1,12.4
440,21229,2017,12,27,3.6,7.4,4,8.4,9.1,11.4,1021.8,61,2.2,12.2
441,21229,2017,12,28,2.3,4.8,14,8.4,9.1,5.3,1025.1,58,4.4,11.9
442,21229,2017,12,29,1.9>,5.1>,11>,7.5>,9.1>,6.1>,1023.4],60],6.6],12.1]
443,21229,2017,12,30,1.9,4.1,9,7.8,9.1,4.3,1024.7,56,6.6,13.2
444,21229,2017,12,31,2.5,7.9,20,7.8,10.7,10.2,1015.8,58,7.3,12.9
445,21229,2017,12,하순,2.1,5.1,,7.3,8.7,7.2,1021.5,57,6.1,12.6
446,21229,2017,12,월,2.3,5.3,,7.5,8.6,8,1021.1,57,5.5,13.5
447,21229,2018,1,1,3,6.4,8,8.5,9.1,9.5,1022.1,52,5,13
448,21229,2018,1,2,2.8,6.6,21,8.4,9.1,10,1022.7,47,5.9,13
449,21229,2018,1,3,2.8,6.3,1,9.1,12.8,6.5,1025.6,65,2.7,12.7
450,21229,2018,1,4,2.6,5.8,2,9.8,10.7,6.2,1024.4,63,3.5,12.5
451,21229,2018,1,5,1.3,3.6,1,8,9.1,3.6,1017.1,63,5.1,12.4
452,21229,2018,1,6,1.5,3.3,20,6.2,8,5.6,1018.4,62,5.5,12.1
453,21229,2018,1,7,1.3,3.2,2,6.5,8,4.7,1021.2,56,7.8,11.8
454,21229,2018,1,8,0.9,2.6,3,4.6,5.3,5.9,1007.4,69,9.3,11.5
455,21229,2018,1,9,2.8,6.5,15,7.3,9.1,11.5,1005.4,52,3.6,10.3
456,21229,2018,1,10,3,5.6,1,7.6,9.1,10.5,1012.1,55,0.4,10
457,21229,2018,1,상순,2.2,5,,7.6,9,7.4,1017.6,58,4.9,11.9
458,21229,2018,1,11,3,5.9,9,9.9,12.8,8.7,1018.3,68,-1.5,11
459,21229,2018,1,12,2.6,5.3,7,9.9,12.8,7,1024.3,70,-0.5,10.7
460,21229,2018,1,13,1.9,4.1,11,7.6,9.1,7,1028.2,56,2,10.6
461,21229,2018,1,14,1.5,3.4,24,6.2,8,6.4,1028.5,53,6.1,12.2
462,21229,2018,1,15,1.8,3.5,1,6,7.1,8.3,1021.5,60,9.3,10.9
463,21229,2018,1,16,1.1,2.2,15,5.5,6.4,5.7,1017.4,64,9.6,10.9
464,21229,2018,1,17,0.9,1.9,20,5.2,5.8,4.6,1015.9,75,7.7,10.9
465,21229,2018,1,18,1.4,3.5,15,6.3,8,6.7,1019.3,57,7.9,10
466,21229,2018,1,19,1,2.5,1,6.4,8,3.2,1021,52,7.3,10.2
467,21229,2018,1,20,1.3>,3.7>,11>,6.0>,8.0>,6.7>,1019.7,51,7.2,10.7
468,21229,2018,1,중순,1.7,3.6,,6.9,8.6,6.4,1021.4,61,5.5,10.8
469,21229,2018,1,21,1.9,4.8,13,7,8,5.8,1021.6,57,4.9,10.9
470,21229,2018,1,22,1.2,2.8,1,6.7,8,3.9,1013.6,64,6.3,10.5
471,21229,2018,1,23,3.9,10.6,16,8.6,10.7,12.8,1012.7,61,-0.2,10.3
472,21229,2018,1,24,4,8.3,16,9.3,10.7,13.7,1019,81,-5.1,9.9
473,21229,2018,1,25,3.6,6.5,23,10.4,12.8,9.3,1020.5,68,-2.3,9.8
474,21229,2018,1,26,3.9,8.1,11,10.1,10.7,10.8,1020.3,70,-2,9.5
475,21229,2018,1,27,3,7.5,3,10,10.7,5.7,1024.1,58,1.7,9.5
476,21229,2018,1,28,1.9,4.2,24,7.6,9.1,8.3,1015.4,51,3.6,9.7
477,21229,2018,1,29,2.6,5.7,14,8,9.1,10.7,1016.5,66,-1.3,9.9
478,21229,2018,1,30,1.9,4.3,6,7.3,8,8.3,1021.1,53,0.6,9.8
479,21229,2018,1,31,1.6,4.1,9,6.9,9.1,6.3,1024.1,61,2.7,9.5
480,21229,2018,1,하순,2.7,6.1,,8.4,9.7,8.7,1019,63,0.8,9.9
481,21229,2018,1,월,2.2,4.9,,7.6,9.1,7.5,1019.3,61,3.6,10.9
482,21229,2018,2,1,1.3>,2.5>,04>,6.2>,7.1>,2.3>,1026.6,49,3.6,9.8
483,21229,2018,2,2,1.9>,5.7>,24>,6.6>,8.0>,6.8>,1024.2,60,4.4,10.2
484,21229,2018,2,3,2.5>,6.5>,01>,7.9>,9.1>,8.4>,1020.0),69),1.7),10.2)
485,21229,2018,2,4,4.3>,10.1>,05>,10.1>,10.7>,9.7>,1017.9,81,-0.6,10
486,21229,2018,2,5,3.5,7.3,12,9.7,10.7,11,1018.2,72,-1.9,9.7
487,21229,2018,2,6,3.6,7.7,6,11.1,12.8,8.7,1018,73,-2.2,9.3
488,21229,2018,2,7,2.9,5.9,8,9.7,10.7,7.2,1021.1,76,-0.9,9.6
489,21229,2018,2,8,1.6,4.3,4,8.4,9.1,5.4,1022.1,44,2.8,9.8
490,21229,2018,2,9,1.3,2.9,24,5.5,8,7.5,1021,57,7.7,9.7
491,21229,2018,2,10,1.2,3.6,24,5.7,6.4,5.8,1015.5,55,7.3,9.8
492,21229,2018,2,상순,2.4,5.7,,8.1,9.3,7.3,1020.5,64,2.2,9.8
493,21229,2018,2,11,3.4,8.3,6,8.6,9.1,12.8,1016,50,-0.7,9.7
494,21229,2018,2,12,3,7.4,2,8.5,9.1,9.7,1016,50,-1.1,9.6
495,21229,2018,2,13,2.4,5,1,7.4,8,9.7,1019,51,1.8,9.4
496,21229,2018,2,14,2.6>,5.9>,10>,7.1>,9.1>,10.7>,1013.8,55,7.8,9.3
497,21229,2018,2,15,2,4.2,2,7.7,9.1,3.5,1019.3,60,3.8,9.3
498,21229,2018,2,16,0.9,2.2,2,6.3,8,3.9,1014.4,51,5.3,9.4
499,21229,2018,2,17,x,x,x,x,x,x,x,x,x,x
500,21229,2018,2,18,1.9,4.2,1,8.3,10.7,3.8,1024.1,49,3.5,9.2
501,21229,2018,2,19,1.3,3.4,3,8.5,10.7,2.6,1022.1,50,5.2,9.2
502,21229,2018,2,20,1.4>,3.2>,11>,6.6>,8.0>,7.6>,1019.6,49,5.8,9.2
503,21229,2018,2,중순,2.1,4.9,,7.7,9.1,7.1,1018.3,52,3.5,9.4
504,21229,2018,2,21,2,4.2,11,7.2,8,6.2,1021.1,63,2.4,9.1
505,21229,2018,2,22,1.1,2.5,3,6.4,7.1,5.3,1020.5,45,4.3,9
506,21229,2018,2,23,1.6,4.1,7,5.4,6.4,8.7,1020,48,6.9,9
507,21229,2018,2,24,2.3,5,24,6.8,8,8.9,1026.7,68,4.2,8.9
508,21229,2018,2,25,2,4.3,2,6.4,9.1,7.5,1024.9,71,4.8,8.9
509,21229,2018,2,26,1.5,3.4,1,7.3,9.1,5.2,1024,61,6,9.4
510,21229,2018,2,27,1.2,2.8,13,5.4,7.1,6.4,1022.9,66,7.3,10.3
511,21229,2018,2,28,2,6.8,24,6.2,8,10.4,1013,77,7.1,10.6
512,21229,2018,2,하순,1.7,4.1,,6.4,7.9,7.3,1021.6,62,5.4,9.4
513,21229,2018,2,월,2.1,4.9,,7.4,8.8,7.2,1020.1,59,3.6,9.5
514,21229,2018,3,1,3.8,9,22,8.6,10.7,14.1,1000,61,6.1,10.9
515,21229,2018,3,2,3,8.2,1,8.9,10.7,7.9,1015.3,58,4.7,10.9
516,21229,2018,3,3,1.4,2.9,23,6.2,10.7,7.9,1012.9,65,10,10.6
517,21229,2018,3,4,1.3,4.1,24,8.1,10.7,6.4,1014.7,81,10.4,10.4
518,21229,2018,3,5,4.5,10.8,11,8.5,9.1,10.4,1017.8,74,4.4,10.3
519,21229,2018,3,6,2.5>,6.6>,01>,8.6>,9.1>,4.5>,1031.4,54,3.6,10.4
520,21229,2018,3,7,2,4.6,21,6.6,8,8.1,1030.9,63,5,10.1
521,21229,2018,3,8,2.5,7.2,20,6.6,9.1,10.9,1016.2,83,5.8,9.6
522,21229,2018,3,9,4.1,9.4,5,9.6,10.7,8.9,1023.5,63,1.6,8.8
523,21229,2018,3,10,1.9,4.5,3,7.8,9.1,5.4,1022.7,69,5.6,9.1
524,21229,2018,3,상순,2.7,6.7,,8,9.8,8.5,1018.5,67,5.7,10.1
525,21229,2018,3,11,1.6,3.2,17,6.4,9.1,6.3,1023.3,64,6,9
526,21229,2018,3,12,1.3,3.2,2,6,8,6.1,1022,79,8.5,9.3
527,21229,2018,3,13,1.6,3.3,22,5.7,6.4,9.4,1015.7,77,11,9.5
528,21229,2018,3,14,1.0>,2.7>,03>,5.7>,7.1>,4.2>,1018.2,84,11.2,10.1
529,21229,2018,3,15,1.6>,6.8>,24>,5.7>,8.0>,9.1>,1014.1],85],9.9],10.2]
530,21229,2018,3,16,4.2,10.1,2,9.6,10.7,10,1026.2,62,2.4,9.7
531,21229,2018,3,17,1.5,4.2,5,7.8,9.1,5,1028.4,63,4.7,9.5
532,21229,2018,3,18,0.9,2.1,1,5.5,9.1,5,1020.9,80,9.3,9.4
533,21229,2018,3,19,1.6,5.3,22,5.3,8,8.7,1019.8,74,7.3,9.2
534,21229,2018,3,20,3,7,13,7.7,9.1,11.6,1026.5,59,3.8,8.9
535,21229,2018,3,중순,1.8,4.8,,6.5,8.5,7.5,1021.5,73,7.4,9.5
536,21229,2018,3,21,3.2,7.5,24,7.9,9.1,11.8,1016,73,4.2,8.5
537,21229,2018,3,22,2.6,6.7,1,8,9.1,9.4,1011.4,58,5.6,8.6
538,21229,2018,3,23,1.3,3,3,7.5,9.1,2.7,1017.8,63,7.7,9.2
539,21229,2018,3,24,1.1,2.3,19,7.2,9.1,4.3,1018.4,69,10.1,9.7
540,21229,2018,3,25,0.8,1.7,7,5.2,8,5.3,1020.1,73,11.1,9.9
541,21229,2018,3,26,0.7>,1.6>,08>,5.1>,5.8>,2.9>,1018.4,82,11.4,10.7
542,21229,2018,3,27,0.6,1.7,24,4.8,5.3,3.9,1015.5,81,12.2,11.1
543,21229,2018,3,28,1.1,2.1,24,5.5,6.4,6,1013.6,78,13.2,12.1
544,21229,2018,3,29,1,2.1,3,5.5,6.4,5.7,1021,62,11.3,12.1
545,21229,2018,3,30,0.8,1.7,1,4.9,5.8,5.8,1027.2,63,9.9,12.1
546,21229,2018,3,31,1.1,2.1,13,5,5.3,7,1019.6,72,11.5,11.8
547,21229,2018,3,하순,1.3,3,,6.1,7.2,5.9,1018.1,70,9.8,10.5
548,21229,2018,3,월,1.9,4.8,,6.8,8.4,7.2,1019.3,70,7.7,10.1
549,21229,2018,4,1,0.8,2,1,5,5.8,3.6,1015.5,85,13,12
550,21229,2018,4,2,0.6,2.4,24,4.5,5.3,4.6,1014.4,88,13.7,12.1
551,21229,2018,4,3,0.9,2.1,22,5.1,6.4,5.1,1016.6,80,12.4,12.1
552,21229,2018,4,4,2,4.5,9,6.8,8,7.9,1022.1,72,7.5,11.8
553,21229,2018,4,5,1.5,3.4,13,5.8,6.4,7.6,1020.8,67,7.6,11.5
554,21229,2018,4,6,1.7,4.6,3,6.1,7.1,7.5,1007.6,80,8.9,11.3
555,21229,2018,4,7,2.1,5.2,14,6.7,8,9.0>,1008.9,67,6.3,11.4
556,21229,2018,4,8,2.1,4.5,8,7.1,8,8.1,1014.2,52,7.6,11.6
557,21229,2018,4,9,1.7,4.1,2,7.7,9.1,5.2,1017.4,63,9.5,11.6
558,21229,2018,4,10,1.8,5.8,22,6.2,8,10.4,1013.7,83,12.7,11.6
559,21229,2018,4,상순,1.5,3.9,,6.1,7.2,6.9,1015.1,74,9.9,11.7
560,21229,2018,4,11,2.5,6.3,1,7.7,9.1,7.6,1006.3,73,13.7,11.6
561,21229,2018,4,12,1,2.3,1,5.5,6.4,4.8,1015,60,13,11.6
562,21229,2018,4,13,0.8,1.6,3,7.3,10.7,4.6,1026.1,63,10.6,11.6
563,21229,2018,4,14,1.3,3.2,15,7.3,10.7,7.1,1009.5,83,10.4,12.3
564,21229,2018,4,15,1.3,3.3,4,5.9,8,5.6,1009.6,68,10.5,12
565,21229,2018,4,16,0.7,1.9,8,5.1,6.4,4.8,1020.1,62,11.1,12.3
566,21229,2018,4,17,0.8,1.5,13,8,9.1,4.7,1020.7,81,11.8,12.3
567,21229,2018,4,18,0.5>,1.5>,02>,4.3>,4.9>,2.7>,1015.4],82],13.4],12.1]
568,21229,2018,4,19,1.1,2.2,2,5.3,6.4,4.2,1014,84,13.4,12
569,21229,2018,4,20,0.8,2.3,2,5.7,7.1,2.4,1019.2,86,14.1,12.3
570,21229,2018,4,중순,1.1,2.6,,6.2,7.9,4.9,1015.6,74,12.2,12
571,21229,2018,4,21,0.9,2.5,24,4.9,5.8,3.9,1016.6,78,15.2,13
572,21229,2018,4,22,1.4,3.1,24,6,8,6.5,1020,79,13.1,13
573,21229,2018,4,23,1.7,3.5,21,6.1,7.1,9.3,1020,82,11.4,12.3
574,21229,2018,4,24,2.1,4.2,8,6.3,7.1,10.8,1011.6,85,10.6,11.5
575,21229,2018,4,25,1.7,3.6,2,6.8,7.1,7.3,1012.9,81,10.4,11
576,21229,2018,4,26,1,2.1,1,5.7,9.1,5.3,1012.9,85,12.1,11.7
577,21229,2018,4,27,1.4,4.8,16,5.8,8,5.5,1012.5,73,12.2,11.9
578,21229,2018,4,28,1.1,2.6,24,5.6,8,5.7,1014.1,82,12.8,12
579,21229,2018,4,29,1.6,4.9,23,6.1,7.1,6.4,1010.3,79,14.1,12.3
580,21229,2018,4,30,1.4,4.2,1,6.4,8,4.5,1012.7,84,14,12.9
581,21229,2018,4,하순,1.4,3.6,,6,7.5,6.5,1014.4,81,12.6,12.2
582,21229,2018,4,월,1.3,3.3,,6.1,7.5,6.1,1015,76,11.6,12
